"id","name","name"
"CI16009","Santanopolis","Brazil"
"CI16014","Arenapolis","Brazil"
"CI16018","Riachuelo","Brazil"
"CI16023","Grossos","Brazil"
"CI16025","Chengbin","China"
"CI16028","Varzea do Poco","Brazil"
"CI16032","Bocas de Satinga","Colombia"
"CI16033","Sao Domingos","Brazil"
"CI16034","Placilla de Penuelas","Chile"
"CI16041","Sola","Cuba"
"CI16052","San Pedro de Uraba","Colombia"
"CI16056","Montes Altos","Brazil"
"CI16059","Dayong","China"
"CI16060","Varzedo","Brazil"
"CI16062","Paipa","Colombia"
"CI16073","Zhongcheng","China"
"CI16082","Tongye","China"
"CI16086","Ariranha","Brazil"
"CI16087","Chaigoubu","China"
"CI16091","Ipiranga do Piaui","Brazil"
"CI16103","Kyrenia","Cyprus"
"CI16105","Wenping","China"
"CI16106","Igaratinga","Brazil"
"CI16107","Chimichagua","Colombia"
"CI16111","Paula Candido","Brazil"
"CI16116","Terra Nova","Brazil"
"CI16120","Planadas","Colombia"
"CI16123","Yinying","China"
"CI16131","Herculandia","Brazil"
"CI16143","Limache","Chile"
"CI16144","Salto Grande","Brazil"
"CI16146","Zhanggu","China"
"CI16149","Abaira","Brazil"
"CI16157","Aipe","Colombia"
"CI16159","Carneiros","Brazil"
"CI16161","Qingquan","China"
"CI16166","Yitiaoshan","China"
"CI16169","Aratuipe","Brazil"
"CI16170","Yanghe","China"
"CI16171","Caicedonia","Colombia"
"CI16173","Verdejante","Brazil"
"CI16175","Liuhe","China"
"CI16183","Carbonita","Brazil"
"CI16192","El Copey","Colombia"
"CI16195","Wanzhuang","China"
"CI16199","Rio Acima","Brazil"
"CI16200","Zanhuang","China"
"CI16204","Coronel Murta","Brazil"
"CI16205","Longshan","China"
"CI16206","Guamal","Colombia"
"CI16210","Anisio de Abreu","Brazil"
"CI16211","Supia","Colombia"
"CI16221","Pantano Grande","Brazil"
"CI16225","Pedrinhas","Brazil"
"CI16227","Lautaro","Chile"
"CI16237","Huquan","China"
"CI16242","Xibang","China"
"CI16246","Xiantangcun","China"
"CI16250","Rafard","Brazil"
"CI16252","Qinggang","China"
"CI16255","Buriti Alegre","Brazil"
"CI16259","Saudade","Brazil"
"CI16262","Bamei","China"
"CI16263","Januario Cicco","Brazil"
"CI16268","Sao Jorge d'Oeste","Brazil"
"CI16270","Los Cordobas","Colombia"
"CI16272","Yangqingcun","China"
"CI16278","Maravilha","Brazil"
"CI16279","Wenxicun","China"
"CI16282","Candeal","Brazil"
"CI16284","Shangtangcun","China"
"CI16287","Sitio Novo de Goias","Brazil"
"CI16290","Meihua","China"
"CI16293","Natividade","Brazil"
"CI16301","Yongyang","China"
"CI16306","Shihe","China"
"CI16307","Potiragua","Brazil"
"CI16308","Mahates","Colombia"
"CI16312","Florania","Brazil"
"CI16317","Capim Branco","Brazil"
"CI16320","Lianzhuang","China"
"CI16322","Andre Fernandes","Brazil"
"CI16327","Morpara","Brazil"
"CI16328","Nechi","Colombia"
"CI16331","Huajiang","China"
"CI16332","Itapiranga","Brazil"
"CI16336","Yolombo","Colombia"
"CI16344","Lisen","Czech Republic"
"CI16347","Tianningcun","China"
"CI16348","Dourado","Brazil"
"CI16357","Liantangcun","China"
"CI16363","Araujos","Brazil"
"CI16367","Lebu","Chile"
"CI16371","Sucun","China"
"CI16373","Malhada de Pedras","Brazil"
"CI16378","Sunshi","China"
"CI16379","Baia da Traicao","Brazil"
"CI16381","Llaillay","Chile"
"CI16388","Ouricangas","Brazil"
"CI16393","Huaniu","China"
"CI16394","Rodelas","Brazil"
"CI16399","Palhano","Brazil"
"CI16403","Xiezhou","China"
"CI16413","Qianwu","China"
"CI16414","Lajedo do Tabocal","Brazil"
"CI16420","Puerto Guzman","Colombia"
"CI16423","Shicun","China"
"CI16424","Jacareacanga","Brazil"
"CI16434","Marilandia do Sul","Brazil"
"CI16439","Balsamo","Brazil"
"CI16445","Serra Caiada","Brazil"
"CI16448","Xinqing","China"
"CI16450","Guajeru","Brazil"
"CI16453","Longmen","China"
"CI16456","Nawucun","China"
"CI16459","Candiota","Brazil"
"CI16464","Ibirapua","Brazil"
"CI16465","Honda","Colombia"
"CI16469","Santa Lucia","Brazil"
"CI16471","Wangguanzhuang","China"
"CI16473","Frutillar Alto","Chile"
"CI16476","Changling","China"
"CI16484","Itapeva","Brazil"
"CI16495","Mali","China"
"CI16500","Xielu","China"
"CI16502","Tangara","Brazil"
"CI16506","Cordisburgo","Brazil"
"CI16507","Calera de Tango","Chile"
"CI16510","Palmar de Varela","Colombia"
"CI16514","Puerto Concordia","Colombia"
"CI16515","Shidong","China"
"CI16522","Curumani","Colombia"
"CI16530","Colbun","Chile"
"CI16531","Sao Sebastiao da Amoreira","Brazil"
"CI16532","Luruaco","Colombia"
"CI16541","Baia Formosa","Brazil"
"CI16546","Francisco Santos","Brazil"
"CI16547","Santa Fe de Antioquia","Colombia"
"CI16549","Huaiyang","China"
"CI16551","Pratapolis","Brazil"
"CI16563","Itaucu","Brazil"
"CI16566","Sardinata","Colombia"
"CI16568","Riacho dos Cavalos","Brazil"
"CI16569","Huazangsi","China"
"CI16576","Douyu","China"
"CI16583","Mataraca","Brazil"
"CI16591","Qinhe","China"
"CI16592","El Doncello","Colombia"
"CI16593","Tarrafas","Brazil"
"CI16598","Itamari","Brazil"
"CI16599","Coelemu","Chile"
"CI16601","Huanghuajie","China"
"CI16602","Silvania","Colombia"
"CI16604","Joia","Brazil"
"CI16608","Queimada Nova","Brazil"
"CI16611","Xiazhai","China"
"CI16621","Shankou","China"
"CI16622","Santa Isabel do Ivai","Brazil"
"CI16631","Jiuzhou","China"
"CI16640","Liujiaxia","China"
"CI16643","Principe da Beira","Brazil"
"CI16648","Abuna","Brazil"
"CI16658","Nueva Granada","Colombia"
"CI16670","Longtoushan Jiezi","China"
"CI16682","Kampong Tunah Jambu","Brunei"
"CI16688","El Paujil","Colombia"
"CI16689","Mengmeng","China"
"CI16694","Yecun","China"
"CI16699","Jitaicun","China"
"CI16707","Montecristo","Colombia"
"CI16726","El Reten","Colombia"
"CI16727","Qiutouzhen","China"
"CI16738","Puren","Chile"
"CI16746","San Francisco de Mostazal","Chile"
"CI16753","Sotomayor","Colombia"
"CI16762","Zhongzhai","China"
"CI16767","Rinconada de Malloa","Chile"
"CI16773","Xingji","China"
"CI16782","Changchong","China"
"CI16786","Xisa","China"
"CI16808","Bingmei","China"
"CI16816","Shangshan","China"
"CI16817","Suarez","Colombia"
"CI16827","Liuquan","China"
"CI16831","Yaopu","China"
"CI16841","Yaoquan","China"
"CI16870","Xinjun","China"
"CI16873","Velez","Colombia"
"CI16878","Menghan","China"
"CI16882","Jiaohe","China"
"CI16897","Zhangliangcun","China"
"CI16929","Shenjiatun","China"
"CI16934","Dusheng","China"
"CI16938","Cuihua","China"
"CI16948","Liantang","China"
"CI16949","San Vicente","Colombia"
"CI16957","Machang","China"
"CI16961","Dacun","China"
"CI16964","Canela Baja","Chile"
"CI16966","Lingquan","China"
"CI16977","Xinleitou","China"
"CI16984","Rakovski","Bulgaria"
"CI16994","Nanmeng","China"
"CI16995","Cuya","Chile"
"CI16999","Yangtangxu","China"
"CI17001","La Primavera","Colombia"
"CI17005","Lagunas","Chile"
"CI17011","Puerto Guzman","Colombia"
"CI17034","Betulia","Colombia"
"CI17035","Shanhe","China"
"CI17044","Tiogollo","Colombia"
"CI17051","Yian","China"
"CI17059","Longtang","China"
"CI17069","Zhongbai","China"
"CI17080","Jiaozishan","China"
"CI17081","El Pinon","Colombia"
"CI17090","Weibo","China"
"CI17100","Sanjiang","China"
"CI17113","Levski","Bulgaria"
"CI17115","Tangpingcun","China"
"CI17121","Shijiazhuangnan","China"
"CI17130","Xiwanzi","China"
"CI17139","Bayan","China"
"CI17149","Lanyi","China"
"CI17154","Monan","China"
"CI17164","Yanqi","China"
"CI17181","Pijino del Carmen","Colombia"
"CI17186","Guasca","Colombia"
"CI17187","Sanchahe","China"
"CI17192","Dajiecun","China"
"CI17211","Wangsicun","China"
"CI17221","Fengguangcun","China"
"CI17238","Nangandao","China"
"CI17240","Tunzi","China"
"CI17245","Purisima de la Concepcion","Colombia"
"CI17249","Anzhou","China"
"CI17259","Condoto","Colombia"
"CI17273","Dabutou","China"
"CI17279","Morroa","Colombia"
"CI17283","Beiya","China"
"CI17312","Haomen","China"
"CI17327","Pingshang","China"
"CI17330","Juan de Acosta","Colombia"
"CI17342","Lixingcun","China"
"CI17364","Jieshang","China"
"CI17370","Matou","China"
"CI17375","Diaowo","China"
"CI17379","Guying","China"
"CI17380","Guamal","Colombia"
"CI17412","Xinpu","China"
"CI17434","Peyziwat","China"
"CI17435","San Juan de Betulia","Colombia"
"CI17439","Cishan","China"
"CI17444","Zhaitangcun","China"
"CI17448","Gurabo al Medio","Dominican Republic"
"CI17464","Jishi","China"
"CI17470","Salanso","Burkina Faso"
"CI17479","Shangcaiyuan","China"
"CI17503","Bagado","Colombia"
"CI17512","Baiyan","China"
"CI17513","Xiaoxita","China"
"CI17518","Yankou","China"
"CI17535","Zaojiao","China"
"CI17537","San Rafael","Colombia"
"CI17555","Jiming","China"
"CI17587","Pantanal","Dominican Republic"
"CI17593","Tanmen","China"
"CI17600","Ribeira Grande","Cape Verde"
"CI17602","Fomeque","Colombia"
"CI17603","Huangxicun","China"
"CI17610","Yingyangcun","China"
"CI17616","Ebejico","Colombia"
"CI17620","Duanshan","China"
"CI17633","Duanzhuang","China"
"CI17643","Nanwucun","China"
"CI17645","San Lorenzo de Guayubin","Dominican Republic"
"CI17658","Shetang","China"
"CI17659","Paispamba","Colombia"
"CI17668","Villa Riva","Dominican Republic"
"CI17673","Shangpa","China"
"CI17675","Cisneros","Colombia"
"CI17677","Guotang","China"
"CI17682","Xiaba","China"
"CI17686","Igreja","Cape Verde"
"CI17696","Gongyefu","China"
"CI17704","Santa Genoveva de Docordo","Colombia"
"CI17713","San Carlos de Guaroa","Colombia"
"CI17750","Benhao","China"
"CI17765","Shiqiao","China"
"CI17769","Ciying","China"
"CI17782","Suong","Cambodia"
"CI17787","Agua de Dios","Colombia"
"CI17794","Chahe","China"
"CI17806","La Esperanza","Colombia"
"CI17814","Cercado Abajo","Dominican Republic"
"CI17818","Zhongtai","China"
"CI17819","El Tarra","Colombia"
"CI17824","Tarra","Colombia"
"CI17827","Qincun","China"
"CI17840","Gaotan","China"
"CI17863","Santo Domingo","Colombia"
"CI17867","Langdu","China"
"CI17883","Tubara","Colombia"
"CI17885","Shilan","China"
"CI17904","Longtan","China"
"CI17909","Narat","China"
"CI17915","Wangtang","China"
"CI17922","Longba","China"
"CI17943","Kedu","China"
"CI17948","Longdian","China"
"CI17958","Sangyuan","China"
"CI17962","Sihecun","China"
"CI17963","Widekum","Cameroon"
"CI17967","Mosquera","Colombia"
"CI17969","Liugoucun","China"
"CI17975","Duverge","Dominican Republic"
"CI17985","Juan de Herrera","Dominican Republic"
"CI18003","Suaita","Colombia"
"CI18005","Jinju","China"
"CI18007","Lianshan","China"
"CI18009","Baitoa","Dominican Republic"
"CI18017","Pueblo Viejo","Dominican Republic"
"CI18025","Ganjing","China"
"CI18028","Bellavista","Colombia"
"CI18035","Xincun","China"
"CI18043","Kuaidamao","China"
"CI18044","Liushuquan","China"
"CI18069","Dongfeng","China"
"CI18073","Haoping","China"
"CI18079","Gaoya","China"
"CI18082","El Cacao","Dominican Republic"
"CI18083","Shengli","China"
"CI18084","Maozhou","China"
"CI18103","Haiwei","China"
"CI18112","Yanyan","China"
"CI18122","Xiaoli","China"
"CI18129","Bamessi","Cameroon"
"CI18131","Cunday","Colombia"
"CI18132","Mengdan","China"
"CI18134","Kalfou","Cameroon"
"CI18137","Xiaolongtan","China"
"CI18153","Yuzhang","China"
"CI18155","Pesca","Colombia"
"CI18163","Shitan","China"
"CI18168","Liangwu","China"
"CI18192","Tanglin","China"
"CI18201","Consaca","Colombia"
"CI18207","Liushui","China"
"CI18215","San Zenon","Colombia"
"CI18218","Ngou","Cameroon"
"CI18220","Campamento","Colombia"
"CI18221","Dazhuang","China"
"CI18223","Tefam","Cameroon"
"CI18224","Chengtangcun","China"
"CI18230","Huilongping","China"
"CI18240","Lihe","China"
"CI18263","Jianguang","China"
"CI18283","Xiaping","China"
"CI18284","Nuqui","Colombia"
"CI18288","Jieshang","China"
"CI18298","Jiucangzhou","China"
"CI18301","Yangshe","China"
"CI18314","Carmen de Apicala","Colombia"
"CI18317","Jipijapa","Ecuador"
"CI18319","Gonzalez","Colombia"
"CI18324","Alvarado","Colombia"
"CI18332","Xinsi","China"
"CI18337","Yanshanbu","China"
"CI18347","Maying","China"
"CI18352","Shaomi","China"
"CI18354","Zapatoca","Colombia"
"CI18382","Daxin","China"
"CI18387","Zhucaoying","China"
"CI18395","Dayan","China"
"CI18397","Pingtan","China"
"CI18405","Orocue","Colombia"
"CI18432","Levis","Canada"
"CI18433","Xinzhai","China"
"CI18435","Jingling","China"
"CI18443","Tong'anyi","China"
"CI18448","Qia'erbagecun","China"
"CI18449","Beidao","China"
"CI18460","Kourani","Comoros"
"CI18465","Lingcheng","China"
"CI18468","Jiangjiadong","China"
"CI18472","Agan","China"
"CI18476","Baquerizo Moreno","Ecuador"
"CI18477","Hancha","China"
"CI18489","Guankou","China"
"CI18497","Yangping","China"
"CI18501","Hexiang","China"
"CI18507","Kaiyuan","China"
"CI18511","Gandujie","China"
"CI18523","Ewo","Congo"
"CI18524","Delta","Canada"
"CI18536","Yuancun","China"
"CI18537","Xibeijie","China"
"CI18540","Jiangjiehe","China"
"CI18548","Mossendjo","Congo"
"CI18549","Xiaqiaotou","China"
"CI18554","Liuliang","China"
"CI18556","Zhufeng","China"
"CI18558","Liuguang","China"
"CI18565","Xiashi","China"
"CI18573","Doujing","China"
"CI18577","Yuanhucun","China"
"CI18587","Hoxut","China"
"CI18591","Xihuangcun","China"
"CI18610","Wutong","China"
"CI18634","Caowotan","China"
"CI18649","Hala","China"
"CI18654","Shuangluan","China"
"CI18660","Longjia","China"
"CI18664","Luocheng","China"
"CI18665","Sanpaicun","China"
"CI18669","Liuma","China"
"CI18673","Ash Shuhada'","Egypt"
"CI18675","Nada","China"
"CI18684","Huilong","China"
"CI18685","Zhangshicun","China"
"CI18688","Al `Ajami","Egypt"
"CI18690","Shaoyu","China"
"CI18695","Qishe","China"
"CI18700","Shaying","China"
"CI18709","Mengjiacun","China"
"CI18711","Taihe","China"
"CI18721","Quanzhang","China"
"CI18726","Gaoniang","China"
"CI18733","Yuanquan","China"
"CI18737","Yanggezhuang","China"
"CI18744","Shangjing","China"
"CI18756","Longjia","China"
"CI18762","Minquan","China"
"CI18775","Dengtalu","China"
"CI18777","Zhoujia","China"
"CI18779","Kenge","Congo, The Democratic Republic of the"
"CI18791","Bakeshiyingcun","China"
"CI18806","Manlin","China"
"CI18808","Sinnuris","Egypt"
"CI18817","Jirja","Egypt"
"CI18821","Long'e","China"
"CI18826","Xinying","China"
"CI18830","Bakwa-Kalonji","Congo, The Democratic Republic of the"
"CI18846","Liuchuan","China"
"CI18860","Liangyi","China"
"CI18861","Dungu","Congo, The Democratic Republic of the"
"CI18863","Kaiwen","China"
"CI18867","Xindi","China"
"CI18878","Jinji","China"
"CI18883","Xinyuan","China"
"CI18887","Langrucun","China"
"CI18888","Maghaghah","Egypt"
"CI18898","Zhongzai","China"
"CI18899","Puxi","China"
"CI18900","Lubao","Congo, The Democratic Republic of the"
"CI18907","Yunshan","China"
"CI18908","Tukh","Egypt"
"CI18909","Nyunzu","Congo, The Democratic Republic of the"
"CI18917","Baipingshan","China"
"CI18925","Chaohucun","China"
"CI18939","Kaniama","Congo, The Democratic Republic of the"
"CI18941","Yaojia","China"
"CI18942","Cencheng","China"
"CI18945","Hongsi","China"
"CI18948","Al Karnak","Egypt"
"CI18957","Dalachi","China"
"CI18963","Al `Ayyat","Egypt"
"CI18970","Qingnian","China"
"CI18973","Kabalo","Congo, The Democratic Republic of the"
"CI18980","Kafr al Kurdi","Egypt"
"CI18981","Machang","China"
"CI18987","Langford Station","Canada"
"CI18991","Wenwu","China"
"CI18996","Jiaojiazhuang","China"
"CI18998","Chengguan","China"
"CI19002","Drodro","Congo, The Democratic Republic of the"
"CI19005","As Sarw","Egypt"
"CI19012","Pepa","Congo, The Democratic Republic of the"
"CI19016","Erjie","China"
"CI19017","Shuangqiao","China"
"CI19021","Mit Nama","Egypt"
"CI19026","Kafr Shukr","Egypt"
"CI19031","Sharunah","Egypt"
"CI19032","Guli","China"
"CI19033","Yinhua","China"
"CI19049","Huchuan","China"
"CI19050","Sunbat","Egypt"
"CI19055","Al Qays","Egypt"
"CI19056","Yatou","China"
"CI19070","Dayr Abu Hinnis","Egypt"
"CI19080","Biyahmu","Egypt"
"CI19085","Shimubi","China"
"CI19086","Gaizhou","China"
"CI19087","Poko","Congo, The Democratic Republic of the"
"CI19089","Xincun","China"
"CI19091","Birqash","Egypt"
"CI19094","Majia","China"
"CI19095","Jianshe","China"
"CI19096","Dishashah","Egypt"
"CI19099","Yanhewan","China"
"CI19100","Mit Damsis","Egypt"
"CI19111","Shanhu","China"
"CI19115","Shanhur","Egypt"
"CI19116","Zhongshu","China"
"CI19131","Guankou","China"
"CI19132","Zhipingxiang","China"
"CI19136","Buluko","Congo, The Democratic Republic of the"
"CI19140","Puyang Chengguanzhen","China"
"CI19141","Luanza","Congo, The Democratic Republic of the"
"CI19147","Taiyong","China"
"CI19174","Mangha","China"
"CI19190","Tengyue","China"
"CI19192","Lincoln","Canada"
"CI19195","Shangping","China"
"CI19203","Mit Salsil","Egypt"
"CI19206","Mount Pearl Park","Canada"
"CI19209","Ruiming","China"
"CI19210","Bugugoucun","China"
"CI19212","Kafr al Battikh","Egypt"
"CI19214","Mahao","China"
"CI19215","Xinshi","China"
"CI19220","Jin'e","China"
"CI19222","San al Hajar al Qibliyah","Egypt"
"CI19227","Ihnasya al Madinah","Egypt"
"CI19240","Zhuangyuan","China"
"CI19241","Kaji","China"
"CI19246","Shiwan","China"
"CI19252","Tashi","China"
"CI19254","San Francisco","Costa Rica"
"CI19256","Zhongling","China"
"CI19265","Abu Suwayr","Egypt"
"CI19266","Zhugang","China"
"CI19272","Xiaping","China"
"CI19285","Nanzhai","China"
"CI19295","Luocheng","China"
"CI19302","Sa al Hajar","Egypt"
"CI19306","Wenlan","China"
"CI19308","Xinchangcun","China"
"CI19313","Xinbocun","China"
"CI19323","Zhengdong","China"
"CI19328","Bajiao","China"
"CI19334","Luofeng","China"
"CI19335","Ad Dab`ah","Egypt"
"CI19355","Kuiju","China"
"CI19356","Qal`at an Nakhl","Egypt"
"CI19358","Erbaocun","China"
"CI19359","Najrij","Egypt"
"CI19363","Jiajin","China"
"CI19367","Aheqi","China"
"CI19374","Luanzhou","China"
"CI19378","Mandishah","Egypt"
"CI19382","Xiaoba","China"
"CI19387","Shengping","China"
"CI19390","Kaiyuan","China"
"CI19392","Al Qasr","Egypt"
"CI19428","Longtaixiang","China"
"CI19443","Wen'anyi","China"
"CI19452","Mawu","China"
"CI19460","Ma'ai","China"
"CI19462","Jiaji","China"
"CI19475","Gaohucun","China"
"CI19479","Xiaozui","China"
"CI19480","Ayutuxtepeque","El Salvador"
"CI19483","Encheng","China"
"CI19487","Abangaritos","Costa Rica"
"CI19492","Colon","Costa Rica"
"CI19493","Meicheng","China"
"CI19494","Bangshang","China"
"CI19496","Loyalist","Canada"
"CI19499","Nanfang","China"
"CI19504","Kangning","China"
"CI19506","El Carmen","El Salvador"
"CI19519","Chengjiao","China"
"CI19527","Parrita","Costa Rica"
"CI19534","Fanzhao","China"
"CI19540","Russell","Canada"
"CI19552","Copalchi","Costa Rica"
"CI19553","Dongcha","China"
"CI19559","Dunhua","China"
"CI19563","Matinilla","Costa Rica"
"CI19570","Dashouping","China"
"CI19573","Jiannan","China"
"CI19585","Gyumai","China"
"CI19590","Heyin","China"
"CI19591","Springfield","Canada"
"CI19596","Fujin","China"
"CI19602","Xiaoyi","China"
"CI19605","Huinan","China"
"CI19614","Linxi","China"
"CI19619","Panying","China"
"CI19622","Jimenez","Costa Rica"
"CI19636","Brooks","Canada"
"CI19643","Minzhu","China"
"CI19647","Tanbei","China"
"CI19653","Shiyuan","China"
"CI19656","Mistassini","Canada"
"CI19657","Yongji","China"
"CI19659","Zengjiaba","China"
"CI19664","Canoas","Costa Rica"
"CI19668","Xiada","China"
"CI19671","St. Clair","Canada"
"CI19673","Zhangjiakou Shi Xuanhua Qu","China"
"CI19681","Xiangping","China"
"CI19685","Leichi","China"
"CI19689","Ciudad Cortes","Costa Rica"
"CI19690","Dazhuangzi","China"
"CI19698","Yan'an Beilu","China"
"CI19699","Daping","China"
"CI19708","Hongtuliang","China"
"CI19712","Lecheng","China"
"CI19715","Zhengjiatun","China"
"CI19742","Fangting","China"
"CI19759","Jiangjiafan","China"
"CI19795","Zetang","China"
"CI19800","Helixi","China"
"CI19820","El Carmen","El Salvador"
"CI19837","Linxia Chengguanzhen","China"
"CI19874","Hangu","China"
"CI19879","Yingzhong","China"
"CI19884","Bamiantong","China"
"CI19887","Uripa","Colombia"
"CI19894","Yunzhong","China"
"CI19896","Prevost","Canada"
"CI19906","Kaiyuan","China"
"CI19910","Xiaoli","China"
"CI19918","Yakou","China"
"CI19923","Para","Cote D'Ivoire"
"CI19937","Tiny","Canada"
"CI19949","Brock","Canada"
"CI19958","San Jorge","El Salvador"
"CI19960","Tache","Canada"
"CI19968","Erin","Canada"
"CI19986","Koprivnica","Croatia"
"CI20068","Calatrava","Equatorial Guinea"
"CI20087","Arniquet","Haiti"
"CI20252","Saint-Rambert","France"
"CI20355","Puerto Lempira","Honduras"
"CI20394","Siguatepeque","Honduras"
"CI20456","Genet","Ethiopia"
"CI20468","Azacualpa","Honduras"
"CI20469","Kemise","Ethiopia"
"CI20535","Gien","France"
"CI20542","Togoch'ale","Ethiopia"
"CI20555","La Jigua","Honduras"
"CI20569","Maisenhausen","Germany"
"CI20603","Isernhagen-Sud","Germany"
"CI20615","Dolo Odo","Ethiopia"
"CI20647","Choi Hung","Hong Kong"
"CI20652","Wan Tau Tong","Hong Kong"
"CI20658","Pak Tin Pa","Hong Kong"
"CI20663","Shek Wai Kok","Hong Kong"
"CI20678","Sha Kok Mei","Hong Kong"
"CI20682","Sai Kung Tuk","Hong Kong"
"CI20738","Bati","Ethiopia"
"CI20745","Sarrebourg","France"
"CI20747","Neu Bleckede","Germany"
"CI20753","Gebre Guracha","Ethiopia"
"CI20763","Aysha","Ethiopia"
"CI20817","Dejen","Ethiopia"
"CI20841","`Alem T'ena","Ethiopia"
"CI20861","Dolo Bay","Ethiopia"
"CI20862","Saint-Jean","France"
"CI20923","Lamballe","France"
"CI20942","Skopun","Faroe Islands"
"CI20975","Fuglafjordhur","Faroe Islands"
"CI21010","Vestmanna","Faroe Islands"
"CI21015","Kvivik","Faroe Islands"
"CI21034","Vidhareidhi","Faroe Islands"
"CI21090","Annappes","France"
"CI21104","Lautoka","Fiji"
"CI21162","Kerepestarcsa","Hungary"
"CI21242","Hakkila","Finland"
"CI21451","Neviges","Germany"
"CI21473","Korsholm","Finland"
"CI21477","Mucheln","Germany"
"CI21478","Sarstedt","Germany"
"CI21490","Laukaa","Finland"
"CI21559","Lowenberg","Germany"
"CI21631","Mikkelin Maalaiskunta","Finland"
"CI21651","Saaminki","Finland"
"CI21701","Agwar","India"
"CI21708","Dzolokpuita","Ghana"
"CI21801","Brand","Germany"
"CI21817","Rhaude","Germany"
"CI21824","Gyapekurom","Ghana"
"CI21826","Bernay","France"
"CI21899","Peduasi","Ghana"
"CI21939","Gumani","Ghana"
"CI21944","Diari","Ghana"
"CI21947","Buchen in Odenwald","Germany"
"CI21979","Bhangar","India"
"CI22033","Kallithea","Greece"
"CI22212","Padiala","India"
"CI22214","Cholargos","Greece"
"CI22263","Bellevue","France"
"CI22323","Shahjanpur","India"
"CI22393","Pallini","Greece"
"CI22439","Oraiokastro","Greece"
"CI22494","Sannai","India"
"CI22531","Drug","India"
"CI22574","Saint-Laurent-du-Maroni","French Guiana"
"CI22592","Roura","French Guiana"
"CI22598","Iracoubo","French Guiana"
"CI22613","Orestiada","Greece"
"CI22643","Alexandreia","Greece"
"CI22711","Anatoli","Greece"
"CI22732","Bayt Lahya","Gaza Strip"
"CI22779","Vochaiko","Greece"
"CI22864","Betigeri","India"
"CI22893","Pulimaddi","India"
"CI22908","Drabar","India"
"CI22918","Timmiarmiut","Greenland"
"CI22933","Bhiwani","India"
"CI22966","La Madeleine","France"
"CI22978","Rajendranagar","India"
"CI23065","Dam Dam","India"
"CI23110","Titagarh","India"
"CI23145","Deo","India"
"CI23163","Guastatoya","Guatemala"
"CI23247","Hellemmes-Lille","France"
"CI23274","Santa Maria La Pila","Guatemala"
"CI23345","Pinneberg","Germany"
"CI23367","La Democracia","Guatemala"
"CI23377","Iztapa","Guatemala"
"CI23394","Floirac","France"
"CI23424","Octeville","France"
"CI23432","Koiridih","India"
"CI23448","El Tumbador","Guatemala"
"CI23482","Gualan","Guatemala"
"CI23502","San Francisco","Guatemala"
"CI23523","Ciudad Tecun Uman","Guatemala"
"CI23530","Mosigkau","Germany"
"CI23573","Yepocapa","Guatemala"
"CI23577","Palni","India"
"CI23655","La Union","Guatemala"
"CI23665","Santiago Sacatepequez","Guatemala"
"CI23710","La Blanca","Guatemala"
"CI23743","Fehmarnsund","Germany"
"CI23777","Neuville-les-Dieppe","France"
"CI23800","Ciudad Melchor de Mencos","Guatemala"
"CI23825","San Agustin Chahal","Guatemala"
"CI23847","Islamabad","India"
"CI23857","Gharbara","India"
"CI23999","Vasco Da Gama","India"
"CI24023","Chanwari","India"
"CI24024","La Democracia","Guatemala"
"CI24055","Enkesen","Germany"
"CI24064","Chinnachauku","India"
"CI24107","San Juan Ermita","Guatemala"
"CI24125","Gaura","India"
"CI24163","San Bernardino","Guatemala"
"CI24164","Sundapalaiyam","India"
"CI24229","El Rodeo","Guatemala"
"CI24243","San Bartolo","Guatemala"
"CI24356","Sagauli","India"
"CI24366","Phulwaria","India"
"CI24374","Santa Ana Huista","Guatemala"
"CI24406","Pachalum","Guatemala"
"CI24414","Nallur","India"
"CI24487","Mangalam","India"
"CI24491","Turkauliya","India"
"CI24497","Faranah","Guinea"
"CI24508","Dautphe","Germany"
"CI24509","Annecy-le-Vieux","France"
"CI24516","Elesvaram","India"
"CI24524","Singia","India"
"CI24529","Kararan","India"
"CI24533","Tougue","Guinea"
"CI24542","Nagtala","India"
"CI24562","Narapalli","India"
"CI24563","Trostberg an der Alz","Germany"
"CI24573","Sabalpur","India"
"CI24582","Maranga","India"
"CI24592","Kuli","India"
"CI24602","Saranga","India"
"CI24615","Virapandi","India"
"CI24630","Kantai","India"
"CI24649","Dalsingh Sarai","India"
"CI24654","Mamidalapadu","India"
"CI24658","Punch","India"
"CI24668","Ghataro Chaturbhuj","India"
"CI24681","Baruni","India"
"CI24696","Mavelikara","India"
"CI24710","Vilachcheri","India"
"CI24721","Princetown","Guyana"
"CI24735","Sahibpur Kamal","India"
"CI24740","Poranki","India"
"CI24759","Garhara","India"
"CI24764","Simria","India"
"CI24793","Karian","India"
"CI24797","Singhara Buzurg","India"
"CI24801","Bagalur","India"
"CI24806","Jethuli","India"
"CI24811","Dip","India"
"CI24883","Bariarpur","India"
"CI24892","Bauria","India"
"CI24902","Pakri","India"
"CI24939","Bhopatpur","India"
"CI24969","Casale","Haiti"
"CI24971","Werne an der Lippe","Germany"
"CI25001","Pahsara","India"
"CI25006","Paharpur","India"
"CI25010","Hathauri","India"
"CI25011","Sarso","India"
"CI25020","Pathra","India"
"CI25024","Rampur Tilak","India"
"CI25033","Manjha","India"
"CI25036","Kotharpettai","India"
"CI25038","Ghosai","India"
