"id","name","name"
"CI28389","Sakti","India"
"CI28391","Lingal","India"
"CI28392","Valtoha","India"
"CI28395","Tarar","India"
"CI28397","Rampura","India"
"CI28400","Kalchini","India"
"CI28402","Punnavalli","India"
"CI28406","Alangudi","India"
"CI28410","Rupauli","India"
"CI28412","Minakshipuram","India"
"CI28413","Mansala","India"
"CI28416","Pataili","India"
"CI28427","Korangal","India"
"CI28438","Khutha Baijnath","India"
"CI28444","Khair Khan","India"
"CI28448","Tamganj","India"
"CI28449","Motipur","India"
"CI28453","Bisaul","India"
"CI28455","Jaggayyapeta","India"
"CI28462","Patchur","India"
"CI28467","Nadimpalem","India"
"CI28471","Arugollu","India"
"CI28476","Katravulapalle","India"
"CI28482","Saidoke","India"
"CI28485","Sukhasan","India"
"CI28487","Sundarsi","India"
"CI28488","Anuppampattu","India"
"CI28490","Rahika","India"
"CI28493","Baghant","India"
"CI28497","Bela","India"
"CI28506","Sanampudi","India"
"CI28510","Bara Khurd","India"
"CI28519","Jaitpur","India"
"CI28520","Baisuhalli","India"
"CI28521","Sangrampur","India"
"CI28522","Fatwa","India"
"CI28523","Koduvilarpatti","India"
"CI28534","Unguturu","India"
"CI28535","Konanur","India"
"CI28540","Sumbha","India"
"CI28550","Gandhari","India"
"CI28580","Vanukuru","India"
"CI28583","Hardi","India"
"CI28584","Gold","India"
"CI28587","Patpara","India"
"CI28590","Ghaura","India"
"CI28595","Sur Singh","India"
"CI28601","Metpalli","India"
"CI28608","Khawaspur","India"
"CI28609","Keal","India"
"CI28618","Mallagunta","India"
"CI28619","Belpukur","India"
"CI28621","Bowringpet","India"
"CI28622","Sheron","India"
"CI28624","Kurikuppi","India"
"CI28627","Koch","India"
"CI28631","Bhavani","India"
"CI28632","Bharhopur","India"
"CI28635","Mallappadi","India"
"CI28640","Raun","India"
"CI28641","Kizhake Chalakudi","India"
"CI28642","Masakkavundanchettipalaiyam","India"
"CI28643","Bela Simri","India"
"CI28645","Bishunpur","India"
"CI28646","Bora","India"
"CI28647","Pulivalam","India"
"CI28650","Marpalli","India"
"CI28662","Ratu","India"
"CI28663","Vellodu","India"
"CI28664","Chettimangurichchi","India"
"CI28666","Perumbalai","India"
"CI28672","Barni","India"
"CI28673","Daulatnagar","India"
"CI28678","Vadasseri","India"
"CI28686","Kovurupalli","India"
"CI28692","Daharia","India"
"CI28693","Berchha","India"
"CI28698","Inole","India"
"CI28701","Narasingam","India"
"CI28703","Parol","India"
"CI28705","Naugachhia","India"
"CI28708","Dattapara","India"
"CI28716","Kamalapuram","India"
"CI28717","Mannur","India"
"CI28722","Auria","India"
"CI28723","Jujharpur","India"
"CI28731","Chintakunta","India"
"CI28733","Gopavaram","India"
"CI28741","Lohiyar Ujain","India"
"CI28745","Kulgo","India"
"CI28746","Anantarazupeta","India"
"CI28751","Kukdeshwar","India"
"CI28753","Chikkala","India"
"CI28772","Vemulapudi","India"
"CI28774","Burhia Dhanghatta","India"
"CI28776","Irungalur","India"
"CI28778","Mali","India"
"CI28779","Banki","India"
"CI28785","Prattipadu","India"
"CI28787","Sohta","India"
"CI28790","Sulleru","India"
"CI28791","Kilrajakularaman","India"
"CI28792","Tibri","India"
"CI28793","Pettampalaiyam","India"
"CI28801","Konen Agrahar","India"
"CI28806","Sonakhal","India"
"CI28809","Guntakal Junction","India"
"CI28810","Paiganapalli","India"
"CI28813","Malapannanagudi","India"
"CI28816","Neuri","India"
"CI28820","Nawada Gobindganj","India"
"CI28821","Gobindpur","India"
"CI28822","Amjhar","India"
"CI28827","Ladhuka","India"
"CI28828","Bishunpur","India"
"CI28830","Manoharpur","India"
"CI28831","Paduma","India"
"CI28832","Fateh Nangal","India"
"CI28833","Chatia","India"
"CI28836","Mathurapur","India"
"CI28837","Tamba","India"
"CI28841","Gayaspur","India"
"CI28862","Dharampur Bande","India"
"CI28866","Kadiyadda","India"
"CI28867","Phulwaria","India"
"CI28869","Mangobandar","India"
"CI28871","Pathraha","India"
"CI28872","Boha","India"
"CI28874","Baragaon","India"
"CI28881","Ayas","India"
"CI28882","Bideipur","India"
"CI28883","Lehara","India"
"CI28884","Peddapadu","India"
"CI28886","Rajapudi","India"
"CI28890","Lilh","India"
"CI28892","Katuria","India"
"CI28893","Tinkoni","India"
"CI28898","Budili","India"
"CI28901","Tamaraikkulam","India"
"CI28902","Uranganpatti","India"
"CI28907","Majra","India"
"CI28908","Perali","India"
"CI28912","Kommuru","India"
"CI28913","Kalavapudi","India"
"CI28919","Kannulu","India"
"CI28925","Mankal","India"
"CI28930","Barah","India"
"CI28934","Kasap","India"
"CI28939","Pappampatti","India"
"CI28942","Huseni","India"
"CI28947","Pottireddippatti","India"
"CI28949","Palavur","India"
"CI28951","Mela Gudalur","India"
"CI28952","Jhundo","India"
"CI28959","Timmapuram","India"
"CI28965","Rasauli","India"
"CI28967","Khajuri","India"
"CI28968","Samai","India"
"CI28972","Barjhar","India"
"CI28973","Kawadgaon","India"
"CI28974","Viraganur","India"
"CI28983","Khuran Milik","India"
"CI28984","Ghatkesar","India"
"CI28985","Kurwa Mathia","India"
"CI28987","Khari","India"
"CI28988","Pama","India"
"CI28998","Daparkha","India"
"CI29002","Bagchini","India"
"CI29006","Sowan","India"
"CI29011","Jawasa","India"
"CI29018","Haidarnagar","India"
"CI29019","Jatara","India"
"CI29020","Charne","India"
"CI29023","Bariyarpur","India"
"CI29028","Iskapalli","India"
"CI29029","Cherakhera","India"
"CI29031","Rasol","India"
"CI29034","Sirnia","India"
"CI29035","Sidhap Kalan","India"
"CI29037","Paithan Kawai","India"
"CI29044","Singalandapuram","India"
"CI29045","Maheshram","India"
"CI29046","Palkonda","India"
"CI29050","Dhanwar","India"
"CI29051","Algun","India"
"CI29054","Nawai","India"
"CI29056","Kalvarpatti","India"
"CI29058","Karukkalvadi","India"
"CI29061","Madepalli","India"
"CI29065","Medapadu","India"
"CI29070","Karma","India"
"CI29071","Elchuru","India"
"CI29073","Andiyappanur","India"
"CI29074","Teghra English","India"
"CI29076","Ekma","India"
"CI29077","Anjehalli","India"
"CI29078","Koskapur","India"
"CI29085","Rangapuram","India"
"CI29087","Majurwa","India"
"CI29102","Kunnattur","India"
"CI29103","Kamalapuram","India"
"CI29108","Polukallu","India"
"CI29110","Turki","India"
"CI29115","Gamail","India"
"CI29126","Jagta","India"
"CI29127","Sonbarsa","India"
"CI29128","Gurwalia Biswas","India"
"CI29137","Chirak","India"
"CI29141","Bhakua","India"
"CI29144","Karuveppampatti","India"
"CI29151","Balugan","India"
"CI29158","Chokkalingapuram","India"
"CI29163","Onda","India"
"CI29170","Sabang","India"
"CI29173","Kasba","India"
"CI29180","Rampurwa","India"
"CI29182","Mavalli","India"
"CI29185","Sher","India"
"CI29193","Kaluvaya","India"
"CI29198","Saghar Sultanpur","India"
"CI29199","Jora","India"
"CI29200","Kanavaypudur","India"
"CI29201","Sendurai","India"
"CI29202","Husainpur","India"
"CI29211","Parwaha","India"
"CI29213","Rampur Shamchand","India"
"CI29214","Ananipalle","India"
"CI29215","Parasbani","India"
"CI29216","Vargaur","India"
"CI29222","Rolla","India"
"CI29237","Barahpur","India"
"CI29242","Devgeri","India"
"CI29244","Gullapuram","India"
"CI29245","Sondiha","India"
"CI29247","Chaoke","India"
"CI29251","Rani Sagar","India"
"CI29264","Wadlakonda","India"
"CI29266","Unagatla","India"
"CI29268","Maranchi","India"
"CI29271","Boddikurapadu","India"
"CI29273","Sarangpur","India"
"CI29276","Sarenja","India"
"CI29277","Pareo","India"
"CI29279","Janapadu","India"
"CI29281","Guria","India"
"CI29284","Mirdaul","India"
"CI29290","Kharik","India"
"CI29296","Chinnayagudem","India"
"CI29299","Marudur","India"
"CI29301","Pararia","India"
"CI29303","Gil","India"
"CI29304","Sonupur","India"
"CI29306","Bendapudi","India"
"CI29314","Berubari","India"
"CI29317","Errahalli","India"
"CI29326","Titara","India"
"CI29329","Pirthipur","India"
"CI29331","Kadoli","India"
"CI29339","Ramapattanam","India"
"CI29345","Dhutauli","India"
"CI29352","Kothia","India"
"CI29353","Pottipuram","India"
"CI29356","Sukkampatti","India"
"CI29357","Rifadpur","India"
"CI29359","Jhaua","India"
"CI29363","Tondi","India"
"CI29373","Painal","India"
"CI29376","Sogam","India"
"CI29381","Gandhwani","India"
"CI29385","Bahadurpur","India"
"CI29386","Ganaram","India"
"CI29387","Kusumha","India"
"CI29392","Banagi","India"
"CI29393","Bhojpur Jadid","India"
"CI29394","Bhatpalli","India"
"CI29396","Angichettippalaiyam","India"
"CI29399","Than","India"
"CI29400","Bheja","India"
"CI29401","Pasivedalajimma","India"
"CI29406","Halgeri","India"
"CI29407","Jalkaura","India"
"CI29411","Halge","India"
"CI29413","Imani","India"
"CI29416","Pallippatti","India"
"CI29420","Kamtaul","India"
"CI29422","Govindapalle","India"
"CI29423","Palsud","India"
"CI29424","Pratapgarh","India"
"CI29426","Sungal","India"
"CI29429","Moda","India"
"CI29430","Nelali","India"
"CI29440","Dharhwa","India"
"CI29443","Nagawaram","India"
"CI29448","Aroali","India"
"CI29451","Pirnagar","India"
"CI29454","Dhamsain","India"
"CI29458","Kamalapuram","India"
"CI29460","Parsahi Sirsia","India"
"CI29462","Itiki","India"
"CI29465","Sonhauli","India"
"CI29466","Susari","India"
"CI29467","Hardia","India"
"CI29468","Turki","India"
"CI29469","Indi","India"
"CI29471","Ablu","India"
"CI29476","Davuluru","India"
"CI29477","Bodagudipadu","India"
"CI29478","Sangam","India"
"CI29482","Tummalapenta","India"
"CI29483","Kasavanampatti","India"
"CI29488","Karuvelampatti","India"
"CI29490","Siripur","India"
"CI29491","Mangalapuram","India"
"CI29498","Kilminnal","India"
"CI29502","Kothri Kalan","India"
"CI29507","Bobil","India"
"CI29511","Telwa","India"
"CI29518","Katalpur","India"
"CI29523","Pipalrawan","India"
"CI29524","Agarpur","India"
"CI29526","Rajupalem","India"
"CI29531","Balha","India"
"CI29532","Barun","India"
"CI29533","Tadhwa Nandpur","India"
"CI29536","Raipur Buzurg","India"
"CI29541","Chahatpur","India"
"CI29542","Nathpur","India"
"CI29544","Konduru","India"
"CI29546","Mankur","India"
"CI29547","Ghoradal","India"
"CI29552","Swarna","India"
"CI29553","Sukhasan","India"
"CI29559","Teghra","India"
"CI29560","Krishnarajasagara","India"
"CI29564","Budamangalam","India"
"CI29566","Pipraun","India"
"CI29572","Petua","India"
"CI29578","Thimiri","India"
"CI29586","Pakra","India"
"CI29592","Tanippadi","India"
"CI29594","Gangapatnam","India"
"CI29602","Ilami","India"
"CI29612","Marudur","India"
"CI29615","Ajas","India"
"CI29616","Nandnawan","India"
"CI29617","Kerap","India"
"CI29621","Bairiya","India"
"CI29628","Kanekallu","India"
"CI29630","Arsali","India"
"CI29631","Bhadsara","India"
"CI29633","Tiruvadi","India"
"CI29634","Kod","India"
"CI29640","Tala","India"
"CI29646","Gugi","India"
"CI29650","Urlaha","India"
"CI29657","Kadachchinallur","India"
"CI29660","Hirehalli","India"
"CI29661","Jale","India"
"CI29664","Pedda Mupparam","India"
"CI29667","Bondada","India"
"CI29668","Mathurapur","India"
"CI29670","Saksohara","India"
"CI29671","Ekamba","India"
"CI29677","Chinna Annaluru","India"
"CI29682","Ekchari","India"
"CI29684","Basudebpur","India"
"CI29688","Virapandi","India"
"CI29692","Tettu","India"
"CI29693","Tevaram","India"
"CI29695","Mansapur","India"
"CI29704","Amjhera","India"
"CI29706","Atmakur","India"
"CI29711","Bairo","India"
"CI29715","Sangam","India"
"CI29721","Hamsavaram","India"
"CI29724","Gainrha","India"
"CI29734","Apparaopeta","India"
"CI29736","Babai Kalan","India"
"CI29744","Rani","India"
"CI29746","Narot Mehra","India"
"CI29747","Mahagaon","India"
"CI29749","Akhnur","India"
"CI29754","Kataha","India"
"CI29760","Asahni","India"
"CI29763","Ghat Borul","India"
"CI29772","Ratnapuram","India"
"CI29779","Majhua","India"
"CI29784","Kopa","India"
"CI29788","Thakraha","India"
"CI29790","Seydunganallur","India"
"CI29792","Chawalhati","India"
"CI29794","Indargarh","India"
"CI29795","Tirumalaippatti","India"
"CI29796","Baraon","India"
"CI29800","Velakalnattam","India"
"CI29805","Kasba Maker","India"
"CI29806","Gorha","India"
"CI29807","Mulakaluru","India"
"CI29813","Hathwan","India"
"CI29814","Panjampatti","India"
"CI29823","Mangalapur","India"
"CI29828","Manivilundan","India"
"CI29830","Khetko","India"
"CI29831","Dachepalle","India"
"CI29834","Mahalgaon","India"
"CI29835","Dhobipet","India"
"CI29838","Maheswa","India"
"CI29839","Miryal","India"
"CI29841","Garot","India"
"CI29846","Babai","India"
"CI29847","Karivalamvandanallur","India"
"CI29848","Mamun","India"
"CI29849","Marreddipalli","India"
"CI29850","Damal","India"
"CI29851","Kumarapuram","India"
"CI29852","Chimalapadu","India"
"CI29859","Corgao","India"
"CI29862","Gopalasamudram","India"
"CI29865","Borna","India"
"CI29867","Chennayyanakote","India"
"CI29870","Amayan","India"
"CI29872","Korahia","India"
"CI29875","Kishunpur","India"
"CI29878","Kambur","India"
"CI29883","Moman Barodiya","India"
"CI29884","Pasraha","India"
"CI29885","Goribidnur","India"
"CI29887","Jankinagar","India"
"CI29888","Varatanapalli","India"
"CI29889","Saraiya","India"
"CI29892","Maharajpur","India"
"CI29894","Pai Bigha","India"
"CI29899","Sansa","India"
"CI29902","Guttikonda","India"
"CI29903","Auta","India"
"CI29908","Mallaram","India"
"CI29909","Jhitkahiya","India"
"CI29911","Sitalkuchi","India"
"CI29913","Kanavaypatti","India"
"CI29914","Jhundpura","India"
"CI29917","Palangarai","India"
"CI29918","Khaspur","India"
"CI29925","Srikhanda","India"
"CI29931","Narayangarh","India"
"CI29943","Tumberi","India"
"CI29944","Manrar","India"
"CI29954","Thara","India"
"CI29955","Hatta","India"
"CI29957","Sukhsena","India"
"CI29959","Sarangpur","India"
"CI29960","Rajod","India"
"CI29961","Chautapal","India"
"CI29962","Samalsar","India"
"CI29966","Lahar","India"
"CI29972","Morsi","India"
"CI29974","Sondho Dullah","India"
"CI29976","Athar","India"
"CI29979","Mayamankurichchi","India"
"CI29980","Chaita","India"
"CI29990","Mohana","India"
"CI30000","Zulakallu","India"
"CI30004","Esil","Kazakhstan"
"CI30005","Ambara","India"
"CI30015","Hosuru","India"
"CI30016","Abay","Kazakhstan"
"CI30020","Gholia Kalan","India"
"CI30031","Borovskoy","Kazakhstan"
"CI30034","Saumalkol","Kazakhstan"
"CI30035","Hanamaki Onsen","Japan"
"CI30053","Balvadi","India"
"CI30059","Vannikkonendal","India"
"CI30064","Vadacheri","India"
"CI30069","Lakhanapuram","India"
"CI30070","Nahiyat Khan Bani Sa`d","Iraq"
"CI30077","Ertis","Kazakhstan"
"CI30079","Dalavaypattanam","India"
"CI30081","Maisaram","India"
"CI30089","Padakanti","India"
"CI30097","Bhelsi","India"
"CI30102","Kanchanpalli","India"
"CI30110","Nellutla","India"
"CI30113","Sekimachi","Japan"
"CI30122","Aqsu","Kazakhstan"
"CI30126","Osakarovka","Kazakhstan"
"CI30137","Taglio","Italy"
"CI30139","Bestobe","Kazakhstan"
"CI30141","Al Hayy","Iraq"
"CI30143","Tobyl","Kazakhstan"
"CI30147","Cervignano del Friuli","Italy"
"CI30148","Zholymbet","Kazakhstan"
"CI30158","Torghay","Kazakhstan"
"CI30161","Janglot","India"
"CI30189","Az Zubaydiyah","Iraq"
"CI30190","Chalgeri","India"
"CI30204","Sarezzo","Italy"
"CI30209","Sayyid Sadiq","Iraq"
"CI30213","Valasa","India"
"CI30219","Koppunur","India"
"CI30223","Gundumal","India"
"CI30231","Pedda Nindrakolanu","India"
"CI30246","Thandewala","India"
"CI30265","San Prisco","Italy"
"CI30266","Khanah Sur","Iraq"
"CI30267","Kalas","India"
"CI30269","Strada","Italy"
"CI30277","Silvarpatti","India"
"CI30296","Polakala","India"
"CI30300","Kodavatipudi","India"
"CI30301","Sasagawa","Japan"
"CI30317","Kandori","Japan"
"CI30350","Malangam","India"
"CI30351","Ad Dulu`iyah","Iraq"
"CI30357","Ishioka","Japan"
"CI30371","Deodora","India"
"CI30431","Punnappatti","India"
"CI30436","Bommagondanahalli","India"
"CI30446","Formello","Italy"
"CI30447","Sotik Post","Kenya"
"CI30484","Pata Uppal","India"
"CI30498","Sotik","Kenya"
"CI30499","Ficarazzi","Italy"
"CI30500","Pillutla","India"
"CI30515","Angallu","India"
"CI30516","Banane","Kenya"
"CI30520","Maina","India"
"CI30529","Koshizuka","Japan"
"CI30530","Ulatu","India"
"CI30535","Kambhampadu","India"
"CI30540","Sukand","India"
"CI30544","Kaoni","India"
"CI30549","Pallappalaiyam","India"
"CI30550","Ogoshi","Japan"
"CI30558","Rath To","Ireland"
"CI30559","Ranod","India"
"CI30563","Raffadali","Italy"
"CI30569","Khaur","India"
"CI30574","Raonta","India"
"CI30577","Terrasini Favarotta","Italy"
"CI30579","Bargaon","India"
"CI30584","Nesarg","India"
"CI30586","Tsavo","Kenya"
"CI30589","Tonk Khurd","India"
"CI30594","Narona","India"
"CI30599","Nottampatti","India"
"CI30604","Mannegudam","India"
"CI30619","Srirangapur","India"
"CI30623","Navipet","India"
"CI30628","Jagannathpur","India"
"CI30648","Guntapalli","India"
"CI30653","Raiparthi","India"
"CI30659","Date","Japan"
"CI30676","Belhatti","India"
"CI30680","Tadinada","India"
"CI30695","Landupdih","India"
"CI30700","Reddiyapatti","India"
"CI30708","Leposaviq","Kosovo"
"CI30725","Mangala","India"
"CI30742","Toki","Japan"
"CI30745","Hosuru","India"
"CI30750","Yaragol","India"
"CI30751","Mamushe","Kosovo"
"CI30758","Padmapuram","India"
"CI30765","Funato","Japan"
"CI30774","San Mauro Pascoli","Italy"
"CI30779","Camposampiero","Italy"
"CI30781","Nulvi","India"
"CI30789","San Pietro in Casale","Italy"
"CI30796","Chinaur","India"
"CI30800","Hamada","Japan"
"CI30820","Imaricho-ko","Japan"
"CI30833","Sitalpur","India"
"CI30853","Dudhauni","India"
"CI30887","Gulyam","India"
"CI30891","Puttige","India"
"CI30900","Kalimala","India"
"CI30905","Suzak","Kyrgyzstan"
"CI30913","Tigaon","India"
"CI30921","Et Tira","Israel"
"CI30936","Rangasamudram","India"
"CI30951","Piprai","India"
"CI30963","Hikari","Japan"
"CI30979","Midori","Japan"
"CI30985","Mallampalli","India"
"CI30990","Adivala","India"
"CI30991","Lauria Inferiore","Italy"
"CI30994","Marne","India"
"CI30999","Naurhiya","India"
"CI31001","Ami","Japan"
"CI31032","Oppicherla","India"
"CI31037","Bayaram","India"
"CI31040","Cave","Italy"
"CI31046","Borgaro Torinese","Italy"
"CI31047","Takeocho-takeo","Japan"
"CI31051","Ono","Japan"
"CI31052","Timmapuram","India"
"CI31071","Gosen","Japan"
"CI31074","Prabhat Pattan","India"
"CI31089","Settivaripalle","India"
"CI31095","Hioki","Japan"
"CI31105","Tamagawa","Japan"
"CI31109","Venkatadripalem","India"
"CI31126","Jangy-Kyshtak","Kyrgyzstan"
"CI31129","Jonnagiri","India"
"CI31133","Mansong","India"
"CI31137","Matino","Italy"
"CI31148","Iklod","India"
"CI31153","Pendekallu","India"
"CI31167","Indurti","India"
"CI31172","Mirdoddi","India"
"CI31173","Trofarello","Italy"
"CI31177","Salar","India"
"CI31182","Sakura","Japan"
"CI31186","Hire Vadvatti","India"
"CI31188","Cisternino","Italy"
"CI31196","Sobhapur","India"
"CI31199","Chong-Aryk","Kyrgyzstan"
"CI31206","Chapalamadugu","India"
"CI31211","Munnelli","India"
"CI31222","Kayyngdy","Kyrgyzstan"
"CI31227","Kara-Bak","Kyrgyzstan"
"CI31235","Bekasi","Indonesia"
"CI31250","Trecastagni","Italy"
"CI31255","Sangereng","Indonesia"
"CI31268","Panfilovka","Kyrgyzstan"
"CI31285","Bagam","Indonesia"
"CI31290","Cilacap","Indonesia"
"CI31300","Bogor","Indonesia"
"CI31305","Montopoli in Val d'Arno","Italy"
"CI31308","Xam Nua","Lao People's Democratic Republic"
"CI31314","Samarinda","Indonesia"
"CI31323","Pakxan","Lao People's Democratic Republic"
"CI31330","Nanbei","Japan"
"CI31338","Xaignabouli","Lao People's Democratic Republic"
"CI31354","Botticino Sera","Italy"
"CI31355","Xai","Lao People's Democratic Republic"
"CI31374","Kato","Japan"
"CI31392","Aizawa","Japan"
"CI31398","Cilegon","Indonesia"
"CI31424","Marano di Napoli","Italy"
"CI31437","Cirebon","Indonesia"
"CI31455","Jember","Indonesia"
"CI31461","Umi","Japan"
"CI31470","Collegno","Italy"
"CI31477","Sakuragawa","Japan"
"CI31513","Beji","Indonesia"
"CI31524","Seika","Japan"
"CI31529","Kannan","Japan"
"CI31539","Cikupa","Indonesia"
"CI31546","Padangsidempuan","Indonesia"
"CI31555","Komatsushimacho","Japan"
"CI31559","Kanada","Japan"
"CI31588","Riccione Marina","Italy"
"CI31613","Frattamaggiore","Italy"
"CI31625","Padalarang","Indonesia"
"CI31627","Zahle","Lebanon"
"CI31629","Pinrang","Indonesia"
"CI31635","Curug","Indonesia"
"CI31649","Seiyo","Japan"
"CI31657","Qornet Chahouane","Lebanon"
"CI31664","Qualiano","Italy"
"CI31683","Salemi","Italy"
"CI31696","San Giovanni la Punta","Italy"
"CI31699","Tanjungbalai","Indonesia"
"CI31704","Metro","Indonesia"
"CI31713","Tigaraksa","Indonesia"
"CI31719","Ono","Japan"
"CI31725","Castrolibero","Italy"
"CI31727","El Fanar","Lebanon"
"CI31728","Gubeng","Indonesia"
"CI31729","Osawa","Japan"
"CI31735","Taishi","Japan"
"CI31740","Date","Japan"
"CI31782","Mashiki","Japan"
"CI31787","Wakabadai","Japan"
"CI31797","So","Japan"
"CI31814","Indramayu","Indonesia"
"CI31822","Motosu","Japan"
"CI31826","Chartoun","Lebanon"
"CI31829","Soreang","Indonesia"
"CI31836","Tarogong","Indonesia"
"CI31843","Cesa","Italy"
"CI31870","Paleng","Indonesia"
"CI31881","Odacho-oda","Japan"
"CI31892","Qiloane","Lesotho"
"CI31895","Soasio","Indonesia"
"CI31911","Maghalleen","Lesotho"
"CI31913","Sumber","Indonesia"
"CI31922","Kuroishi","Japan"
"CI31927","Maebara","Japan"
"CI31935","Ramabitsa","Lesotho"
"CI31944","Kresek","Indonesia"
"CI31945","Novi di Modena","Italy"
"CI31953","Kronjo","Indonesia"
"CI31970","Soverato Marina","Italy"
"CI31973","Kulat","Indonesia"
"CI31978","Kelandis","Indonesia"
"CI31983","Sofifi","Indonesia"
"CI32005","Tatakan","Indonesia"
"CI32014","Ono","Japan"
"CI32026","Cingoli","Italy"
"CI32033","Karanganyar","Indonesia"
"CI32043","Vigevano","Italy"
"CI32044","Upper Buchanan","Liberia"
"CI32055","Chikuzen","Japan"
"CI32071","Savona","Italy"
"CI32095","Kampung Tengah","Indonesia"
"CI32104","Lahat","Indonesia"
"CI32130","Kuala Kapuas","Indonesia"
"CI32135","Taliwang","Indonesia"
"CI32136","Santa Margherita Ligure","Italy"
"CI32146","Gassino Torinese","Italy"
"CI32150","Kandangan","Indonesia"
"CI32177","Hun","Libyan Arab Jamahiriya"
"CI32178","Honcho","Japan"
"CI32182","Idri","Libyan Arab Jamahiriya"
"CI32189","Janzur","Libyan Arab Jamahiriya"
"CI32217","Kotabumi","Indonesia"
"CI32222","Amuntai","Indonesia"
"CI32250","Misterbianco","Italy"
"CI32255","Zaltan","Libyan Arab Jamahiriya"
"CI32257","Manggar","Indonesia"
"CI32277","Bayur","Indonesia"
"CI32281","Sesto Fiorentino","Italy"
"CI32306","Tahuna","Indonesia"
"CI32311","Pangururan","Indonesia"
"CI32315","Suknah","Libyan Arab Jamahiriya"
"CI32319","As Sidrah","Libyan Arab Jamahiriya"
"CI32320","Waikabubak","Indonesia"
"CI32322","Kami","Japan"
"CI32334","Tinipuka","Indonesia"
"CI32337","Daraj","Libyan Arab Jamahiriya"
"CI32338","Tegalbuleud","Indonesia"
"CI32343","Bungku","Indonesia"
"CI32368","Puruk Cahu","Indonesia"
"CI32373","Kuala Pembuang","Indonesia"
"CI32379","Santa Lucia di Piave","Italy"
"CI32389","Triesenberg","Liechtenstein"
"CI32393","Kasongan","Indonesia"
"CI32394","Ruggell","Liechtenstein"
"CI32403","Buntok","Indonesia"
"CI32408","Planken","Liechtenstein"
"CI32418","Kamo","Japan"
"CI32421","Melonguane","Indonesia"
"CI32432","Villa Castelli","Italy"
"CI32436","Kaimana","Indonesia"
"CI32446","Sonosari","Indonesia"
"CI32447","Savignano sul Panaro","Italy"
"CI32459","Maba","Indonesia"
"CI32461","Merano","Italy"
"CI32468","Ban","Indonesia"
"CI32477","Ogawara","Japan"
"CI32482","Isa","Japan"
"CI32499","Pandino","Italy"
"CI32513","Jantho","Indonesia"
"CI32524","Bovalino Marina","Italy"
"CI32533","Folignano","Italy"
"CI32547","Segni","Italy"
"CI32562","Tirano","Italy"
"CI32583","Meiwa","Japan"
"CI32588","Ono","Japan"
"CI32613","Furukawa","Japan"
"CI32631","Luzzi","Italy"
"CI32638","Honmachi","Japan"
"CI32658","Fukuyoshi","Japan"
"CI32664","Shahr-e Qods","Iran, Islamic Republic Of"
"CI32678","Kami","Japan"
"CI32694","Civitella in Val di Chiana","Italy"
"CI32701","Yachiyo","Japan"
"CI32708","Hino","Japan"
"CI32715","Pakdasht","Iran, Islamic Republic Of"
"CI32729","Trissino","Italy"
"CI32736","Mascalucia","Italy"
"CI32754","Tobe","Japan"
"CI32796","Skopje","Macedonia, The Former Yugoslav Republic of"
"CI32806","Bitola","Macedonia, The Former Yugoslav Republic of"
"CI32811","Kumanovo","Macedonia, The Former Yugoslav Republic of"
"CI32816","Prilep","Macedonia, The Former Yugoslav Republic of"
"CI32821","Ohrid","Macedonia, The Former Yugoslav Republic of"
"CI32830","Stip","Macedonia, The Former Yugoslav Republic of"
"CI32835","Gostivar","Macedonia, The Former Yugoslav Republic of"
"CI32840","Golmeh","Iran, Islamic Republic Of"
"CI32863","Probistip","Macedonia, The Former Yugoslav Republic of"
"CI32869","Aracinovo","Macedonia, The Former Yugoslav Republic of"
"CI32876","Taka","Japan"
"CI32879","Kavadarci","Macedonia, The Former Yugoslav Republic of"
"CI32884","Vrapciste","Macedonia, The Former Yugoslav Republic of"
"CI32888","Gevgelija","Macedonia, The Former Yugoslav Republic of"
"CI32894","Radovis","Macedonia, The Former Yugoslav Republic of"
"CI32899","Berovo","Macedonia, The Former Yugoslav Republic of"
"CI32921","Shimomura","Japan"
"CI32923","Parabiago","Italy"
"CI32925","Bogdanci","Macedonia, The Former Yugoslav Republic of"
"CI32930","Negotino","Macedonia, The Former Yugoslav Republic of"
"CI32940","Gradsko","Macedonia, The Former Yugoslav Republic of"
"CI32945","Valandovo","Macedonia, The Former Yugoslav Republic of"
"CI32952","Yoshimi","Japan"
"CI32959","Carmagnola","Italy"
"CI32960","Krivogastani","Macedonia, The Former Yugoslav Republic of"
"CI32965","Zrnovci","Macedonia, The Former Yugoslav Republic of"
"CI32970","Sopiste","Macedonia, The Former Yugoslav Republic of"
"CI32974","Pehcevo","Macedonia, The Former Yugoslav Republic of"
"CI32984","Tearce","Macedonia, The Former Yugoslav Republic of"
"CI32989","Mogila","Macedonia, The Former Yugoslav Republic of"
"CI33004","Rosoman","Macedonia, The Former Yugoslav Republic of"
"CI33005","Oi","Japan"
"CI33008","Bosilovo","Macedonia, The Former Yugoslav Republic of"
"CI33010","Kiyama","Japan"
"CI33018","Konce","Macedonia, The Former Yugoslav Republic of"
"CI33023","Rostusa","Macedonia, The Former Yugoslav Republic of"
"CI33028","Oblesevo","Macedonia, The Former Yugoslav Republic of"
"CI33029","Arai","Japan"
"CI33037","Petrovec","Macedonia, The Former Yugoslav Republic of"
"CI33042","Karbinci","Macedonia, The Former Yugoslav Republic of"
